State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,Guntur,2012,Kharif,Cotton,104890.1,55339.8
Andhra Pradesh,Krishna,2009,Kharif,Sunflower,15144.1,9956.0
Andhra Pradesh,Krishna,2001,Whole Year,Banana,71323.3,2318476.2
Uttar Pradesh,Kanpur,2006,Rabi,Potato,20281.7,514277.3
Bihar,Bhagalpur,1999,Rabi,Maize,25963.3,72394.4
Uttar Pradesh,Agra,1999,Rabi,Barley,59976.6,150780.7
Bihar,Bhagalpur,2017, Winter ,Rice,11981.8,41620.4
Rajasthan,Jaipur,2000,Kharif,Bajra,50517.6,64456.9
Karnataka,Bengaluru Rural,2017,Kharif,Groundnut,14979.3,27913.3
Assam,Silchar,2011,Autumn,Rice,9175.7,33246.7
Tamil Nadu,Salem,1999,Whole Year,Sugarcane,16988.3,1036446.8
Bihar,Muzaffarpur,2021,Autumn,Rice,9067.4,24540.1
Gujarat,Rajkot,2000,Kharif,Bajra,15779.8,16746.5
Gujarat,Rajkot,2005,Kharif,Cotton,23291.2,8939.7
Uttar Pradesh,Meerut,2000, Whole Year ,Sugarcane,64984.3,3337979.8
Madhya Pradesh,Jabalpur,2012,Kharif,Soybean,40259.1,64119.1
Madhya Pradesh,Gwalior,2016,Rabi,Wheat,96044.6,358877.7
Bihar,Gaya,2004, Kharif ,Maize,31332.6,89474.8
Tamil Nadu,Madurai,2011,Kharif,Rice,9908.8,24828.1
Madhya Pradesh,Jabalpur,2018,Rabi,Gram,83804.4,91346.9
Tamil Nadu,Thanjavur,2019,Whole Year,Coconut,45622.1,427142.8
Andhra Pradesh,Guntur,2018,Kharif,Groundnut,22175.3,35199.9
Madhya Pradesh,Indore,2005,Rabi,Maize,42177.9,134216.1
Gujarat,Rajkot,2020,Kharif,Onion,14768.4,415668.9
Uttar Pradesh,Varanasi,2017,Rabi,Gram,14818.5,18995.7
Punjab,Jalandhar,2015, Rabi ,Wheat,62727.9,239287.0
Tamil Nadu,Coimbatore,2008,Kharif,Groundnut,9350.0,14277.5
West Bengal,Murshidabad,2001,Winter,Rice,17677.2,49277.5
Gujarat,Ahmedabad,2009,Kharif,Onion,16148.0,309859.7
Assam,Dibrugarh,2015,Autumn,Rice,12862.5,27566.4
Uttar Pradesh,Agra,2002,Winter,Rice,7404.2,16990.7
Punjab,Amritsar,2020,Winter,Rice,10891.2,31367.2
Tamil Nadu,Salem,1997,Whole Year,Banana,27120.7,962983.4
Bihar,Gaya,2018,Kharif,Rice,24481.5,81063.0
Gujarat,Ahmedabad,2011,Rabi,Onion,13355.9,318988.4
Rajasthan,Jaipur,2001,Rabi,Wheat,49269.0,160935.7
Bihar,Gaya,2005, Kharif ,Rice,32758.5,84536.8
Madhya Pradesh,Bhopal,2005,Rabi,Barley,28691.8,68979.4
West Bengal,Hooghly,2010,Autumn,Rice,8427.0,16424.7
Maharashtra,Aurangabad,2016,Whole Year,Banana,52680.5,2629974.1
Karnataka,Bengaluru Rural,2002,Rabi,Maize,18838.3,39825.9
Karnataka,Ballari,2017,Rabi,Sunflower,37836.6,28664.6
Karnataka,Ballari,2001,Kharif,Tur,71365.6,60851.5
Madhya Pradesh,Jabalpur,2005,Rabi,Wheat,65638.1,211443.7
Maharashtra,Nashik,2014,Kharif,Jowar,38331.7,27467.7
Gujarat,Surat,2002,Kharif,Onion,7710.3,132128.4
Punjab,Patiala,2009,Autumn,Rice,4104.7,10238.8
Uttar Pradesh,Kanpur,1999,Rabi,Wheat,79146.6,293388.6
Maharashtra,Pune,2015,Rabi,Jowar,41320.3,32706.9
Bihar,Bhagalpur,2014,Autumn,Rice,10601.2,23716.4
Andhra Pradesh,Anantapur,2005,Kharif,Maize,32517.3,86174.2
Maharashtra,Aurangabad,2000,Kharif,Soybean,98961.1,96684.9
Andhra Pradesh,Chittoor,2017,Kharif,Cotton,84835.0,46218.7
Tamil Nadu,Madurai,2001,Whole Year,Banana,30687.0,1168283.9
Maharashtra,Kolhapur,2020,Rabi,Onion,80229.3,2434190.9
Punjab,Jalandhar,2021,Autumn,Rice,6679.5,20839.0
Karnataka,Belagavi,2010,Whole Year,Coconut,58938.6,634597.7
Bihar,Patna,2010,Kharif,Maize,45062.2,175963.1
Odisha,Puri,2007,Kharif,Jute,40400.9,80819.4
Karnataka,Belagavi,2002,Rabi,Sunflower,48767.7,35728.6
Madhya Pradesh,Bhopal,2017,Rabi,Barley,35772.2,95031.7
Maharashtra,Kolhapur,2001,Kharif,Cotton,,34903.4
Rajasthan,Bikaner,2009,Rabi,Barley,21089.1,40923.8
Uttar Pradesh,Lucknow,1997,Kharif,Rice,11219.3,30100.4
Uttar Pradesh,Varanasi,2009,Autumn,Rice,4393.5,11943.8
Tamil Nadu,Thanjavur,1997,Whole Year,Coconut,33938.1,287121.8
Punjab,Amritsar,2021,Rabi,Wheat,84099.5,324577.3
Assam,Dibrugarh,2012,Kharif,Jute,61087.5,143029.0
Odisha,Balasore,2004,Winter,Rice,9229.6,20386.1
Gujarat,Surat,2008,Rabi,Groundnut,24812.2,29207.8
Andhra Pradesh,Chittoor,2015,Kharif,Tobacco,70739.1,98548.7
Rajasthan,Kota,2021, Rabi ,Wheat,105007.1,470103.5
Maharashtra,Aurangabad,2016,Kharif,Onion,77818.2,2083489.4
Karnataka,Ballari,2019,Whole Year,Sugarcane,90459.6,6867436.5
Gujarat,Rajkot,2019,Kharif,Onion,15423.6,449434.3
Andhra Pradesh,Guntur,2008,Kharif,Tobacco,88267.2,142948.9
Madhya Pradesh,Indore,2009,Rabi,Wheat,122208.5,379358.1
Gujarat,Ahmedabad,2011, Kharif ,Cotton,14448.6,9305.0
Odisha,Puri,2003,Winter,Rice,11548.6,31647.8
West Bengal,Hooghly,2003,Autumn,Rice,15319.8,41882.0
Madhya Pradesh,Gwalior,2003,Rabi,Maize,38322.4,127313.0
Rajasthan,Kota,2003,Kharif,Soybean,48339.6,58011.2
Punjab,Patiala,2003,Rabi,Wheat,56908.1,148052.0
Karnataka,Belagavi,1997,Kharif,Jowar,12322.2,12411.8
Odisha,Sambalpur,2005,Autumn,Rice,10922.9,28577.0
Andhra Pradesh,Chittoor,2009, Kharif ,Maize,38597.2,122397.0
Madhya Pradesh,Gwalior,2009,Kharif,Jowar,25146.4,22779.1
Uttar Pradesh,Meerut,2016,Autumn,Rice,7776.1,24784.2
Maharashtra,Nagpur,2015,Whole Year,Banana,43052.0,1745258.0
Maharashtra,Nagpur,2011,Kharif,Cotton,67015.9,34768.5
Andhra Pradesh,Chittoor,2012,Whole Year,Banana,76036.7,3169734.0
Bihar,Muzaffarpur,2001,Rabi,Potato,52519.6,1094603.4
Andhra Pradesh,Krishna,2020,Rabi,Sunflower,10218.7,7728.1
Odisha,Puri,2018,Winter,Rice,12644.4,39631.5
Karnataka,Belagavi,2007,Kharif,Onion,18351.7,397812.9
Madhya Pradesh,Gwalior,2021,Rabi,Wheat,119887.1,529710.5
Tamil Nadu,Thanjavur,2012, Autumn ,Rice,3191.4,9236.2
Uttar Pradesh,Agra,2016,Rabi,Barley,42608.9,114060.0
Odisha,Sambalpur,2007,Winter,Rice,8784.4,26485.8
Rajasthan,Jodhpur,2006,Rabi,Gram,61771.5,65888.7
Uttar Pradesh,Lucknow,2001,Kharif,Bajra,48078.3,60014.7
Gujarat,Surat,1998,Kharif,Onion,9696.3,180924.3
Rajasthan,Jaipur,2017,Rabi,Wheat,58229.5,225508.5
Haryana,Karnal,2014,Rabi,Wheat,25864.9,91831.1
Karnataka,Bengaluru Rural,2019,Kharif,Maize,35398.8,156725.6
Uttar Pradesh,Meerut,2006,Kharif,Tur,19678.7,14799.2
Andhra Pradesh,Anantapur,2002,Winter,Rice,6834.4,17062.6
Karnataka,Mysuru,2005,Kharif,Groundnut,13367.7,16895.8
Karnataka,Mysuru,2000,Kharif,Tobacco,83233.2,175978.2
Uttar Pradesh,Lucknow,2014,Kharif,Tur,45547.6,31700.6
Madhya Pradesh,Gwalior,2006,Kharif,Soybean,29822.3,37196.6
Andhra Pradesh,Chittoor,2017,Winter,Rice,10293.4,32586.7
Uttar Pradesh,Agra,2014,Kharif,Rice,14770.4,33057.1
Karnataka,Belagavi,2004,Kharif,Onion,18736.1,291215.8
Assam,Silchar,2016,Winter,Rice,21565.3,70187.1
Uttar Pradesh,Agra,2003,Kharif,Bajra,33939.6,40803.0
Karnataka,Bengaluru Rural,2014,Whole Year,Sugarcane,83004.6,6116862.6
Gujarat,Ahmedabad,1999,Kharif,Tobacco,35623.5,52414.4
Tamil Nadu,Coimbatore,2008,Whole Year,Banana,26969.7,1027157.1
West Bengal,Bardhaman,2011, Autumn ,Rice,10038.5,28805.6
Tamil Nadu,Thanjavur,2003,Winter,Rice,3616.0,11712.3
Uttar Pradesh,Meerut,2008, Autumn ,Rice,5835.5,16198.3
Karnataka,Ballari,2007,Rabi,Onion,14572.2,261744.8
Andhra Pradesh,Guntur,2002,Rabi,Groundnut,13369.7,15817.0
Gujarat,Vadodara,2001,Kharif,Cotton,16602.8,7346.1
Rajasthan,Jaipur,2010,Kharif,Soybean,62656.2,81518.9
Odisha,Sambalpur,2015,Kharif,Jute,65175.4,110454.3
Haryana,Rohtak,2009,Rabi,Wheat,33748.8,102100.3
Kerala,Kottayam,1997,Whole Year,Coconut,101688.0,836924.2
Andhra Pradesh,Anantapur,1997,Rabi,Sunflower,14066.6,11802.1
Bihar,Bhagalpur,2008,Rabi,Potato,82888.6,2319236.9
Uttar Pradesh,Kanpur,2018,Rabi,Gram,15266.7,17844.4
Karnataka,Belagavi,2001,Kharif,Onion,18334.4,352788.5
Maharashtra,Kolhapur,2013,Kharif,Onion,49462.0,1277338.8
Karnataka,Ballari,2015,Rabi,Maize,28014.2,86821.0
Andhra Pradesh,Anantapur,2003,Kharif,Groundnut,16408.8,22512.1
Rajasthan,Kota,2021,Rabi,Barley,29182.9,66836.3
Tamil Nadu,Madurai,2006,Whole Year,Banana,32320.3,1362312.8
Punjab,Ludhiana,2010,Rabi,Wheat,36587.9,129041.8
Punjab,Amritsar,2017,Winter,Rice,11097.5,33281.6
Andhra Pradesh,Chittoor,2012,Rabi,Sunflower,9791.3,7213.5
Uttar Pradesh,Kanpur,2007,Rabi,Barley,56358.6,124953.4
Assam,Silchar,2007,Kharif,Jute,58672.1,122161.1
Madhya Pradesh,Indore,1997,Rabi,Wheat,102687.2,268569.2
Karnataka,Bengaluru Rural,1998,Kharif,Onion,15399.2,301056.9
Gujarat,Rajkot,2020,Kharif,Onion,14768.4,415668.9
Rajasthan,Jodhpur,2004,Rabi,Wheat,69752.8,189292.9
Karnataka,Belagavi,1999,Whole Year,Sugarcane,90058.3,6158465.1
Maharashtra,Nashik,2006,Kharif,Soybean,86081.8,112386.6
Andhra Pradesh,Krishna,2007,Kharif,Maize,49434.0,167477.8
Tamil Nadu,Thanjavur,2013,Winter,Rice,5108.9,16530.5
Karnataka,Ballari,2013,Kharif,Tur,58120.3,53763.7
Tamil Nadu,Madurai,2006,Kharif,Groundnut,9757.4,11990.3
Madhya Pradesh,Gwalior,2011,Rabi,Maize,38556.7,117162.2
Assam,Dibrugarh,1997,Kharif,Rice,31306.4,75756.6
Karnataka,Belagavi,2003, Kharif ,Tobacco,87875.6,146437.4
Karnataka,Belagavi,2018,Whole Year,Coconut,61526.8,579261.7
Bihar,Patna,2015,Winter,Rice,17516.9,57019.4
Bihar,Bhagalpur,2006,Winter,Rice,15641.8,45206.2
Karnataka,Bengaluru Rural,2013,Kharif,Maize,19993.4,71810.9
Karnataka,Mysuru,1998,Rabi,Jowar,10340.2,9748.8
Odisha,Puri,2004,Kharif,Rice,15820.9,39457.8
Gujarat,Vadodara,2009,Whole Year,Banana,51803.0,1863502.9
Karnataka,Belagavi,1999,Kharif,Groundnut,10660.8,15295.9
Gujarat,Ahmedabad,2016,Kharif,Groundnut,26918.6,38928.1
Andhra Pradesh,Guntur,2004,Kharif,Tobacco,75055.6,138071.0
Madhya Pradesh,Indore,2017,Rabi,Gram,67515.1,74334.9
Punjab,Patiala,2002,Kharif,Rice,14903.9,35650.2
Gujarat,Vadodara,2014,Kharif,Cotton,16674.5,8920.7
Odisha,Sambalpur,2021,Autumn,Rice,7174.3,25048.3
Karnataka,Bengaluru Rural,2015,Whole Year,Coconut,73260.0,597214.4
Uttar Pradesh,Lucknow,2001,Autumn,Rice,6675.4,16087.7
West Bengal,Bardhaman,2007,Winter,Rice,10302.3,28674.8
Gujarat,Rajkot,1998,Kharif,Bajra,20275.3,23132.3
Karnataka,Belagavi,2013,Kharif,Sunflower,36738.6,30406.1
Odisha,Balasore,1997,Autumn,Rice,5962.4,15450.9
Gujarat,Ahmedabad,2017,Kharif,Bajra,19560.6,24690.2
Punjab,Jalandhar,2009,Winter,Rice,6641.1,
Bihar,Gaya,2014,Winter,Rice,17592.8,53127.3
Maharashtra,Kolhapur,2004, Rabi ,Onion,53135.2,727025.3
Madhya Pradesh,Indore,2003,Kharif,Jowar,20733.8,19441.1
Rajasthan,Jaipur,2002,Rabi,Wheat,86335.3,247661.0
Andhra Pradesh,Chittoor,2017,Kharif,Tobacco,73200.3,140667.0
Punjab,Jalandhar,1999,Autumn,Rice,3817.1,9314.2
Tamil Nadu,Coimbatore,2011,Whole Year,Banana,37577.8,1478125.8
Madhya Pradesh,Jabalpur,2020,Rabi,Gram,63001.9,65554.6
Uttar Pradesh,Agra,2002,Rabi,Wheat,83487.4,197668.4
Uttar Pradesh,Kanpur,2015,Whole Year,Sugarcane,77476.8,4599784.9
Uttar Pradesh,Varanasi,1999,Whole Year,Sugarcane,70839.8,5020921.2
Rajasthan,Jaipur,2015,Kharif,Bajra,78439.5,79428.9
Andhra Pradesh,Guntur,1999,Kharif,Maize,38207.9,97965.6
Tamil Nadu,Coimbatore,2004,Winter,Rice,6046.2,14883.0
West Bengal,Nadia,2019,Kharif,Rice,36727.7,125909.7
Tamil Nadu,Madurai,2015,Kharif,Rice,9387.2,23881.6
Karnataka,Ballari,2008,Rabi,Sunflower,43750.5,30851.6
Maharashtra,Aurangabad,1999,Kharif,Tur,25073.4,22177.5
West Bengal,Murshidabad,2008,Rabi,Potato,42897.4,906661.4
Andhra Pradesh,Anantapur,2013,Rabi,Groundnut,18724.4,24263.9
Odisha,Puri,1999,Autumn,Rice,7046.4,19701.9
Maharashtra,Nashik,2009, Kharif ,Onion,59345.3,912542.5
Uttar Pradesh,Varanasi,2000,Rabi,Wheat,51557.0,167710.7
Karnataka,Ballari,2019,Kharif,Groundnut,14293.9,20791.9
Maharashtra,Pune,2014,Rabi,Jowar,33997.6,33185.2
Gujarat,Rajkot,2006,Kharif,Groundnut,35142.0,51456.9
Karnataka,Bengaluru Rural,2007,Rabi,Maize,29343.8,90747.0
Uttar Pradesh,Varanasi,2018, Kharif ,Tur,43043.0,42542.2
Maharashtra,Nashik,2005,Kharif,Tur,21245.7,19429.3
Andhra Pradesh,Chittoor,2019,Rabi,Maize,52861.0,224302.7
Madhya Pradesh,Jabalpur,2013,Rabi,Wheat,115596.9,445256.2
Bihar,Gaya,2017,Autumn,Rice,7966.2,24727.4
Madhya Pradesh,Bhopal,2007,Kharif,Soybean,22639.8,31229.8
Uttar Pradesh,Agra,2019,Kharif,Tur,41552.6,34034.5
West Bengal,Hooghly,2005,Autumn,Rice,14204.2,37504.1
Uttar Pradesh,Lucknow,2001,Kharif,Rice,11399.8,33498.5
Karnataka,Belagavi,2005,Whole Year,Sugarcane,63157.7,4587316.0
Andhra Pradesh,Anantapur,2013,Rabi,Sunflower,10735.9,9122.2
Rajasthan,Jodhpur,2011,Kharif,Soybean,42460.7,57441.6
Odisha,Cuttack,2001,Kharif,Jute,44842.8,87047.5
Rajasthan,Kota,2010,Rabi,Gram,91296.6,102727.6
Andhra Pradesh,Chittoor,1999,Rabi,Sunflower,12789.1,9812.3
Bihar,Muzaffarpur,1998,Rabi,Maize,26472.4,61663.9
West Bengal,Bardhaman,2011,Kharif,Rice,24828.1,62787.6
Gujarat,Rajkot,2004,Rabi,Onion,9346.5,141133.7
Rajasthan,Bikaner,2004,Rabi,Mustard,47305.4,
Assam,Guwahati,2009,Winter,Rice,20456.3,56911.4
Gujarat,Rajkot,2005,Kharif,Tobacco,41566.4,86449.4
Bihar,Muzaffarpur,2010,Autumn,Rice,13767.6,43693.2
Uttar Pradesh,Lucknow,2012,Autumn,Rice,6604.4,17526.5
Bihar,Bhagalpur,2011,Kharif,Rice,37964.8,115362.6
Uttar Pradesh,Agra,2018,Kharif,Bajra,42827.2,56243.1
Haryana,Hisar,2017,Rabi,Wheat,25125.0,114591.5
West Bengal,Murshidabad,2007,Kharif,Jute,33399.5,82430.4
Andhra Pradesh,Chittoor,2018,Kharif,Sunflower,13585.1,9388.4
Andhra Pradesh,Krishna,2007,Kharif,Cotton,76083.5,44643.1
Andhra Pradesh,Guntur,2015,Kharif,Groundnut,24384.9,28558.3
Andhra Pradesh,Guntur,1998,Kharif,Maize,29233.8,77682.0
Gujarat,Vadodara,2008,Rabi,Onion,11946.1,281900.0
Maharashtra,Nashik,2002,Rabi,Onion,66432.9,956878.4
Karnataka,Mysuru,2018,Rabi,Maize,24726.6,90576.2
Madhya Pradesh,Indore,2021,Rabi,Jowar,26885.8,19403.4
Haryana,Karnal,2010,Rabi,Mustard,77372.5,106014.3
Uttar Pradesh,Agra,2009, Kharif ,Tur,30580.5,19236.7
Uttar Pradesh,Varanasi,2006,Rabi,Wheat,49554.7,204386.0
Karnataka,Ballari,2000,Rabi,Maize,19954.3,45525.6
Haryana,Hisar,1998,Rabi,Wheat,25997.5,95824.0
Maharashtra,Aurangabad,2007,Rabi,Jowar,34704.1,34760.4
Tamil Nadu,Coimbatore,2009,Whole Year,Coconut,46486.2,406248.5
Assam,Silchar,2014,Kharif,Rice,31816.2,85095.9
Maharashtra,Pune,2018, Whole Year ,Sugarcane,16255.8,1250245.0
Madhya Pradesh,Jabalpur,2011,Kharif,Jowar,23157.8,17983.4
Uttar Pradesh,Agra,2010,Kharif,Tur,25694.5,22431.8
Karnataka,Ballari,2004,Rabi,Groundnut,15188.3,19263.5
Karnataka,Ballari,2001,Rabi,Sunflower,56677.9,50143.3
Tamil Nadu,Thanjavur,2005,Rabi,Groundnut,7884.8,14410.6
Bihar,Patna,2002,Rabi,Potato,69556.9,1294659.1
Tamil Nadu,Salem,2004,Rabi,Groundnut,7858.4,11958.6
Odisha,Sambalpur,2021,Kharif,Jute,48446.1,113184.4
Punjab,Amritsar,2011,Rabi,Wheat,65951.7,219751.9
Rajasthan,Bikaner,2015,Rabi,Wheat,59692.1,173320.5
Uttar Pradesh,Lucknow,2011,Autumn,Rice,6293.6,15705.1
Uttar Pradesh,Agra,1999,Autumn,Rice,5831.8,14322.7
Gujarat,Vadodara,2015,Kharif,Tobacco,37145.4,38826.5
Uttar Pradesh,Kanpur,2007,Winter,Rice,8826.5,22564.9
Gujarat,Vadodara,2008,Kharif,Cotton,16168.9,7724.8
Bihar,Gaya,2004,Kharif,Rice,26099.6,70588.6
Odisha,Puri,2012,Autumn,Rice,8285.0,24586.8
Karnataka,Belagavi,1999,Rabi,Jowar,17630.6,16993.6
West Bengal,Nadia,2000,Kharif,Jute,28864.0,56364.3
Andhra Pradesh,Krishna,2010,Kharif,Groundnut,15206.8,
Assam,Silchar,2008,Autumn,Rice,10428.6,35978.8
Karnataka,Bengaluru Rural,2002,Kharif,Tobacco,83308.0,135351.5
Gujarat,Surat,2015,Kharif,Groundnut,27232.7,30968.1
Karnataka,Belagavi,2014,Rabi,Groundnut,18744.0,21527.0
Madhya Pradesh,Indore,2005,Kharif,Maize,46663.5,165379.0
Bihar,Gaya,2001,Winter,Rice,12616.8,34947.1
Karnataka,Belagavi,2019,Rabi,Sunflower,37175.6,23179.9
Maharashtra,Aurangabad,2003,Rabi,Jowar,28470.5,26862.7
Tamil Nadu,Coimbatore,2013,Whole Year,Banana,35596.6,1501223.1
Karnataka,Ballari,2016,Rabi,Groundnut,20189.1,28146.9
Rajasthan,Kota,2015,Rabi,Gram,74541.1,49384.3
Haryana,Hisar,2020,Kharif,Bajra,75786.0,108597.0
Andhra Pradesh,Chittoor,1998,Kharif,Groundnut,20852.3,33841.9
Karnataka,Mysuru,2004,Kharif,Maize,33466.9,80799.3
Andhra Pradesh,Anantapur,1997,Kharif,Cotton,77711.9,40151.8
Karnataka,Belagavi,2015, Rabi ,Groundnut,14821.6,18508.9
Gujarat,Surat,2009,Rabi,Groundnut,29716.4,35391.0
Uttar Pradesh,Lucknow,2020,Rabi,Gram,20014.7,25253.2
Uttar Pradesh,Agra,2014,Rabi,Barley,81943.9,140783.5
Andhra Pradesh,Krishna,2008,Kharif,Maize,48461.2,139964.5
Maharashtra,Pune,2008,Kharif,Jowar,29503.3,22397.3
Odisha,Balasore,2016,Kharif,Rice,19798.3,58206.1
Maharashtra,Nashik,2019,Kharif,Jowar,32958.1,30141.4
West Bengal,Murshidabad,2013,Autumn,Rice,10866.6,30120.6
Uttar Pradesh,Meerut,2018,Winter,Rice,10954.2,37677.6
Uttar Pradesh,Varanasi,2017,Kharif,Bajra,49156.0,64158.6
Haryana,Hisar,2017,Rabi,Mustard,98546.5,129622.3
Karnataka,Belagavi,2005,Rabi,Maize,31458.2,92195.6
West Bengal,Bardhaman,2015,Kharif,Rice,21876.6,60865.9
Andhra Pradesh,Chittoor,2000,Rabi,Groundnut,13106.0,19210.7
Andhra Pradesh,Chittoor,2004,Rabi,Maize,29232.6,77735.1
Tamil Nadu,Madurai,2019,Whole Year,Banana,53066.8,2155981.0
Uttar Pradesh,Lucknow,2019,Kharif,Bajra,45594.9,65960.2
Haryana,Panipat,2002,Rabi,Mustard,87588.4,66279.1
Madhya Pradesh,Jabalpur,2001,Kharif,Maize,20608.9,68111.8
Punjab,Amritsar,2001,Kharif,Rice,11400.9,
Rajasthan,Jodhpur,2010,Rabi,Wheat,61439.1,205344.5
Gujarat,Vadodara,2009,Kharif,Groundnut,42082.4,48270.5
Haryana,Panipat,2008,Kharif,Bajra,60308.9,81958.9
Madhya Pradesh,Bhopal,2010,Rabi,Barley,42381.2,95171.9
Gujarat,Rajkot,2020,Whole Year,Banana,43624.5,2158364.8
Andhra Pradesh,Guntur,2020,Kharif,Rice,10226.5,30734.3
Bihar,Bhagalpur,2021,Kharif,Rice,22932.1,72481.8
Maharashtra,Kolhapur,1997,Whole Year,Banana,39869.7,1491735.1
West Bengal,Murshidabad,1997, Kharif ,Rice,20977.1,64885.7
Gujarat,Rajkot,2019,Kharif,Onion,15423.6,449434.3
Uttar Pradesh,Kanpur,2015,Kharif,Rice,19577.9,51106.4
Punjab,Jalandhar,2010,Winter,Rice,6475.5,16349.6
Karnataka,Belagavi,2021,Kharif,Groundnut,22817.3,41496.9
Madhya Pradesh,Bhopal,2010,Kharif,Jowar,22732.8,23322.1
Gujarat,Vadodara,2021,Kharif,Onion,13271.8,433890.8
West Bengal,Hooghly,1998,Rabi,Potato,39240.1,859395.6
Rajasthan,Jodhpur,2021,Rabi,Mustard,38136.2,54955.1
Gujarat,Rajkot,2003,Whole Year,Banana,45450.5,1473493.1
Madhya Pradesh,Gwalior,2004,Rabi,Gram,60702.7,52138.1
Madhya Pradesh,Jabalpur,2012,Kharif,Maize,53945.5,192475.6
Rajasthan,Jaipur,2002,Rabi,Gram,82410.2,70367.2
Odisha,Balasore,2013,Kharif,Jute,57647.9,147936.0
Tamil Nadu,Madurai,2021,Kharif,Groundnut,11071.2,18129.3
Karnataka,Ballari,2004,Kharif,Jowar,11906.1,8415.1
Madhya Pradesh,Bhopal,2017,Kharif,Soybean,42702.9,77804.9
Bihar,Muzaffarpur,2001,Autumn,Rice,8239.2,19560.1
Maharashtra,Nagpur,2013,Kharif,Jowar,37621.5,36191.5
Punjab,Amritsar,2013,Winter,Rice,5774.7,18387.9
Karnataka,Mysuru,2019,Rabi,Jowar,10680.0,8165.8
Uttar Pradesh,Lucknow,2001,Whole Year,Sugarcane,64927.7,4014988.7
Madhya Pradesh,Bhopal,2016,Kharif,Soybean,41001.1,67114.7
Karnataka,Belagavi,2010,Kharif,Groundnut,18313.2,29029.4
Rajasthan,Jaipur,1998,Rabi,Barley,15378.6,38666.5
Uttar Pradesh,Agra,2009,Rabi,Wheat,58156.6,160259.7
Uttar Pradesh,Agra,2017,Rabi,Mustard,17650.7,25018.7
West Bengal,Bardhaman,1997,Rabi,Potato,31128.0,694739.5
Rajasthan,Jaipur,2014,Kharif,Soybean,54475.9,74457.0
Tamil Nadu,Coimbatore,2009,Rabi,Groundnut,11530.0,11270.6
Assam,Guwahati,2020,Autumn,Rice,12898.9,46208.9
Madhya Pradesh,Jabalpur,2000,Rabi,Jowar,19610.8,20260.0
Madhya Pradesh,Bhopal,2012,Kharif,Jowar,26784.2,24685.0
Karnataka,Ballari,2014,Rabi,Jowar,9624.9,7323.0
Karnataka,Mysuru,2015,Kharif,Tobacco,79015.6,119714.0
Karnataka,Mysuru,2004,Kharif,Tobacco,61161.1,72523.2
Karnataka,Ballari,2016,Rabi,Sunflower,44008.8,33615.5
Andhra Pradesh,Krishna,2019,Autumn,Rice,5892.0,20847.5
Uttar Pradesh,Lucknow,2011,Rabi,Gram,15558.9,19168.1
Andhra Pradesh,Chittoor,2021,Rabi,Sunflower,7210.3,6005.9
Karnataka,Bengaluru Rural,1998,Rabi,Groundnut,14954.6,21101.7
Tamil Nadu,Thanjavur,2001,Kharif,Groundnut,10695.8,14448.7
Madhya Pradesh,Gwalior,2013,Rabi,Maize,41958.7,160130.6
West Bengal,Murshidabad,2004,Autumn,Rice,15060.8,27990.5
Karnataka,Mysuru,2008,Kharif,Sunflower,30356.6,24456.4
Tamil Nadu,Thanjavur,2018,Rabi,Groundnut,10407.6,18745.1
Odisha,Cuttack,1999,Kharif,Rice,18757.7,54727.6
Rajasthan,Bikaner,2009,Rabi,Barley,21089.1,40923.8
Odisha,Sambalpur,2010,Winter,Rice,14191.0,42792.7
Karnataka,Ballari,2012,Rabi,Jowar,13310.8,11381.2
Uttar Pradesh,Kanpur,2006,Autumn,Rice,5791.3,16060.4
West Bengal,Bardhaman,2001,Kharif,Jute,37324.5,101972.4
Andhra Pradesh,Guntur,2001,Kharif,Maize,30013.3,98000.5
Madhya Pradesh,Gwalior,2018,Rabi,Maize,43760.2,155071.0
Tamil Nadu,Salem,2015,Whole Year,Banana,35110.4,1406654.2
Andhra Pradesh,Guntur,2014,Kharif,Sunflower,10427.1,7014.9
Odisha,Balasore,2006,Kharif,Jute,48688.5,
Uttar Pradesh,Meerut,2004,Kharif,Tur,33992.1,22108.4
Tamil Nadu,Salem,2010,Winter,Rice,4499.7,
West Bengal,Murshidabad,2002,Kharif,Jute,43767.2,89746.9
Tamil Nadu,Thanjavur,2006,Kharif,Rice,7263.8,22801.5
Gujarat,Vadodara,2017,Kharif,Groundnut,40424.0,62470.2
Rajasthan,Kota,2008,Kharif,Bajra,69788.5,83113.9
Madhya Pradesh,Gwalior,2016,Rabi,Barley,29395.9,65027.6
Rajasthan,Jaipur,2018,Rabi,Wheat,101489.3,412620.9
Maharashtra,Nagpur,2017, Kharif ,Cotton,122045.3,80617.6
Andhra Pradesh,Guntur,1997,Rabi,Groundnut,18036.3,27510.1
Andhra Pradesh,Anantapur,2012,Kharif,Tobacco,62138.2,103201.0
Haryana,Rohtak,2013,Kharif,Bajra,83785.9,114880.7
Gujarat,Vadodara,2013,Kharif,Bajra,21343.4,27542.0
Madhya Pradesh,Gwalior,2017,Rabi,Jowar,22205.3,19853.1
Karnataka,Ballari,2014,Kharif,Groundnut,14472.3,21829.7
Andhra Pradesh,Guntur,2016,Rabi,Sunflower,12057.0,9350.4
Madhya Pradesh,Indore,2012,Rabi,Gram,100211.1,112879.1
