State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Decade
Tamil Nadu,Salem,2015,Whole Year,Banana,35110.4,1406654.2,40.064,2010
Karnataka,Bengaluru Rural,2019,Rabi,Maize,29083.8,93973.6,3.231,2010
Madhya Pradesh,Jabalpur,2019,Kharif,Jowar,26540.3,26026.1,0.981,2010
Tamil Nadu,Thanjavur,2018,Autumn,Rice,2374.3,6523.1,2.747,2010
Karnataka,Ballari,2015,Whole Year,Sugarcane,110235.2,7193003.9,65.251,2010
Maharashtra,Kolhapur,2018,Kharif,Jowar,45119.9,36065.2,0.799,2010
Maharashtra,Nashik,2010,Kharif,Jowar,29525.8,28829.3,0.976,2010
Uttar Pradesh,Agra,2005,Kharif,Tur,32421.2,26519.8,0.818,2000
Gujarat,Surat,2018,Kharif,Onion,17097.3,436073.6,25.505,2010
Karnataka,Ballari,2019,Kharif,Tur,90541.7,82210.5,0.908,2010
Tamil Nadu,Thanjavur,2018,Kharif,Rice,7722.5,21588.7,2.796,2010
Kerala,Kottayam,2019,Whole Year,Coconut,85514.0,704435.9,8.238,2010
Madhya Pradesh,Jabalpur,1998,Rabi,Wheat,99043.1,287284.7,2.901,1990
Andhra Pradesh,Anantapur,2010,Winter,Rice,10400.9,29354.1,2.822,2010
West Bengal,Hooghly,2021,Kharif,Rice,25826.7,87835.9,3.401,2020
Madhya Pradesh,Bhopal,2006,Rabi,Wheat,69349.0,253013.1,3.648,2000
Karnataka,Bengaluru Rural,2008,Whole Year,Coconut,47332.4,353094.5,7.46,2000
Assam,Guwahati,2014,Winter,Rice,13085.7,33071.8,2.527,2010
Karnataka,Belagavi,2005,Kharif,Sunflower,29775.0,26740.4,0.898,2000
Tamil Nadu,Madurai,1998,Rabi,Groundnut,8737.3,13012.0,1.489,1990
Tamil Nadu,Coimbatore,2019,Autumn,Rice,4044.2,12626.6,3.122,2010
Gujarat,Rajkot,1997,Rabi,Onion,7068.2,137484.0,19.451,1990
Karnataka,Belagavi,1997,Kharif,Onion,14014.9,226258.1,16.144,1990
Gujarat,Surat,2013,Whole Year,Banana,76655.2,3000391.2,39.141,2010
Maharashtra,Nashik,2021,Whole Year,Banana,52236.9,2691010.2,51.516,2020
Gujarat,Surat,2010,Kharif,Cotton,24431.7,14475.2,0.592,2010
Andhra Pradesh,Chittoor,2010,Kharif,Rice,9735.8,28451.6,2.922,2010
West Bengal,Bardhaman,1998,Kharif,Jute,47463.2,115859.6,2.441,1990
Punjab,Amritsar,2009,Rabi,Wheat,47680.6,154152.4,3.233,2000
West Bengal,Bardhaman,2019,Rabi,Potato,43735.2,1584464.1,36.229,2010
Karnataka,Belagavi,2003,Kharif,Maize,30840.4,87320.2,2.831,2000
Tamil Nadu,Coimbatore,2013,Rabi,Groundnut,9136.0,17781.8,1.946,2010
Karnataka,Belagavi,2009,Rabi,Groundnut,13557.4,18903.2,1.394,2000
Uttar Pradesh,Varanasi,2018,Rabi,Mustard,26015.1,46717.8,1.796,2010
Assam,Dibrugarh,2004,Kharif,Rice,28239.1,68989.6,2.443,2000
Maharashtra,Aurangabad,2014,Kharif,Soybean,148585.8,161021.9,1.084,2010
West Bengal,Bardhaman,2012,Autumn,Rice,9418.5,28146.4,2.988,2010
Madhya Pradesh,Gwalior,2002,Kharif,Maize,38341.3,80909.1,2.11,2000
Assam,Guwahati,1997,Autumn,Rice,9270.2,23391.6,2.523,1990
Maharashtra,Nagpur,2003,Kharif,Jowar,24766.2,23157.9,0.935,2000
West Bengal,Hooghly,2009,Kharif,Jute,36297.2,72730.9,2.004,2000
Andhra Pradesh,Anantapur,2021,Kharif,Rice,14169.2,42874.5,3.026,2020
Gujarat,Rajkot,2016,Rabi,Onion,13729.9,363285.4,26.459,2010
Assam,Silchar,2004,Autumn,Rice,8767.3,18031.3,2.057,2000
Karnataka,Bengaluru Rural,2010,Kharif,Maize,19774.9,70633.9,3.572,2010
Karnataka,Belagavi,2008,Rabi,Maize,29375.1,90930.3,3.095,2000
Andhra Pradesh,Chittoor,2021,Winter,Rice,7535.7,24515.3,3.253,2020
Tamil Nadu,Coimbatore,1997,Kharif,Rice,8217.3,22933.407731815343,2.791,1990
Andhra Pradesh,Krishna,2011,Whole Year,Banana,89313.1,3926454.5,43.963,2010
Maharashtra,Nashik,1998,Kharif,Cotton,99381.4,52134.3,0.525,1990
Karnataka,Bengaluru Rural,2006,Kharif,Onion,24303.6,516848.92575415655,21.266,2000
Punjab,Amritsar,2006,Autumn,Rice,4051.1,12325.8,3.043,2000
Andhra Pradesh,Guntur,2012,Kharif,Cotton,104890.1,55339.8,0.528,2010
Andhra Pradesh,Krishna,2009,Kharif,Sunflower,15144.1,9956.0,0.657,2000
Andhra Pradesh,Krishna,2001,Whole Year,Banana,71323.3,2318476.2,32.507,2000
Uttar Pradesh,Kanpur,2006,Rabi,Potato,20281.7,514277.3,25.357,2000
Bihar,Bhagalpur,1999,Rabi,Maize,25963.3,72394.4,2.788,1990
Uttar Pradesh,Agra,1999,Rabi,Barley,59976.6,150780.7,2.514,1990
Bihar,Bhagalpur,2017,Winter,Rice,11981.8,41620.4,3.474,2010
Rajasthan,Jaipur,2000,Kharif,Bajra,50517.6,64456.9,1.276,2000
Karnataka,Bengaluru Rural,2017,Kharif,Groundnut,14979.3,27913.3,1.863,2010
Assam,Silchar,2011,Autumn,Rice,9175.7,33246.7,3.623,2010
Tamil Nadu,Salem,1999,Whole Year,Sugarcane,16988.3,1036446.8,61.009,1990
Bihar,Muzaffarpur,2021,Autumn,Rice,9067.4,24540.1,2.706,2020
Gujarat,Rajkot,2000,Kharif,Bajra,15779.8,16746.5,1.061,2000
Gujarat,Rajkot,2005,Kharif,Cotton,23291.2,8939.7,0.384,2000
Uttar Pradesh,Meerut,2000,Whole Year,Sugarcane,64984.3,3337979.8,51.366,2000
Madhya Pradesh,Jabalpur,2012,Kharif,Soybean,40259.1,64119.1,1.593,2010
Madhya Pradesh,Gwalior,2016,Rabi,Wheat,96044.6,358877.7,3.737,2010
Bihar,Gaya,2004,Kharif,Maize,31332.6,89474.8,2.856,2000
Tamil Nadu,Madurai,2011,Kharif,Rice,9908.8,24828.1,2.506,2010
Madhya Pradesh,Jabalpur,2018,Rabi,Gram,83804.4,91346.9,1.09,2010
Tamil Nadu,Thanjavur,2019,Whole Year,Coconut,45622.1,427142.8,9.363,2010
Andhra Pradesh,Guntur,2018,Kharif,Groundnut,22175.3,35199.9,1.587,2010
Madhya Pradesh,Indore,2005,Rabi,Maize,42177.9,134216.1,3.182,2000
Gujarat,Rajkot,2020,Kharif,Onion,14768.4,415668.9,28.146,2020
Uttar Pradesh,Varanasi,2017,Rabi,Gram,14818.5,18995.7,1.282,2010
Punjab,Jalandhar,2015,Rabi,Wheat,62727.9,239287.0,3.815,2010
Tamil Nadu,Coimbatore,2008,Kharif,Groundnut,9350.0,14277.5,1.527,2000
West Bengal,Murshidabad,2001,Winter,Rice,17677.2,49277.5,2.788,2000
Gujarat,Ahmedabad,2009,Kharif,Onion,16148.0,309859.7,19.189,2000
Assam,Dibrugarh,2015,Autumn,Rice,12862.5,27566.4,2.143,2010
Uttar Pradesh,Agra,2002,Winter,Rice,7404.2,16990.7,2.295,2000
Punjab,Amritsar,2020,Winter,Rice,10891.2,31367.2,2.88,2020
Tamil Nadu,Salem,1997,Whole Year,Banana,27120.7,962983.4,35.507,1990
Bihar,Gaya,2018,Kharif,Rice,24481.5,81063.0,3.311,2010
Gujarat,Ahmedabad,2011,Rabi,Onion,13355.9,318988.4,23.884,2010
Rajasthan,Jaipur,2001,Rabi,Wheat,49269.0,160935.7,3.266,2000
Bihar,Gaya,2005,Kharif,Rice,32758.5,84536.8,2.581,2000
Madhya Pradesh,Bhopal,2005,Rabi,Barley,28691.8,68979.4,2.404,2000
West Bengal,Hooghly,2010,Autumn,Rice,8427.0,16424.7,1.949,2010
Maharashtra,Aurangabad,2016,Whole Year,Banana,52680.5,2629974.1,49.923,2010
Karnataka,Bengaluru Rural,2002,Rabi,Maize,18838.3,39825.9,2.114,2000
Karnataka,Ballari,2017,Rabi,Sunflower,37836.6,28664.6,0.758,2010
Karnataka,Ballari,2001,Kharif,Tur,71365.6,60851.5,0.853,2000
Madhya Pradesh,Jabalpur,2005,Rabi,Wheat,65638.1,211443.7,3.221,2000
Maharashtra,Nashik,2014,Kharif,Jowar,38331.7,27467.7,0.717,2010
Gujarat,Surat,2002,Kharif,Onion,7710.3,132128.4,17.137,2000
Punjab,Patiala,2009,Autumn,Rice,4104.7,10238.8,2.494,2000
Uttar Pradesh,Kanpur,1999,Rabi,Wheat,79146.6,293388.6,3.707,1990
Maharashtra,Pune,2015,Rabi,Jowar,41320.3,32706.9,0.792,2010
Bihar,Bhagalpur,2014,Autumn,Rice,10601.2,23716.4,2.237,2010
Andhra Pradesh,Anantapur,2005,Kharif,Maize,32517.3,86174.2,2.65,2000
Maharashtra,Aurangabad,2000,Kharif,Soybean,98961.1,96684.9,0.977,2000
Andhra Pradesh,Chittoor,2017,Kharif,Cotton,84835.0,46218.7,0.545,2010
Tamil Nadu,Madurai,2001,Whole Year,Banana,30687.0,1168283.9,38.071,2000
Maharashtra,Kolhapur,2020,Rabi,Onion,80229.3,2434190.9,30.34,2020
Punjab,Jalandhar,2021,Autumn,Rice,6679.5,20839.0,3.12,2020
Karnataka,Belagavi,2010,Whole Year,Coconut,58938.6,634597.7,10.767,2010
Bihar,Patna,2010,Kharif,Maize,45062.2,175963.1,3.905,2010
Odisha,Puri,2007,Kharif,Jute,40400.9,80819.4,2.0,2000
Karnataka,Belagavi,2002,Rabi,Sunflower,48767.7,35728.6,0.733,2000
Madhya Pradesh,Bhopal,2017,Rabi,Barley,35772.2,95031.7,2.657,2010
Rajasthan,Bikaner,2009,Rabi,Barley,21089.1,40923.8,1.941,2000
Uttar Pradesh,Lucknow,1997,Kharif,Rice,11219.3,30100.4,2.683,1990
Uttar Pradesh,Varanasi,2009,Autumn,Rice,4393.5,11943.8,2.719,2000
Tamil Nadu,Thanjavur,1997,Whole Year,Coconut,33938.1,287121.8,8.46,1990
Punjab,Amritsar,2021,Rabi,Wheat,84099.5,324577.3,3.859,2020
Assam,Dibrugarh,2012,Kharif,Jute,61087.5,143029.0,2.341,2010
Odisha,Balasore,2004,Winter,Rice,9229.6,20386.1,2.209,2000
Gujarat,Surat,2008,Rabi,Groundnut,24812.2,29207.8,1.177,2000
Andhra Pradesh,Chittoor,2015,Kharif,Tobacco,70739.1,98548.7,1.393,2010
Rajasthan,Kota,2021,Rabi,Wheat,105007.1,470103.5,4.477,2020
Maharashtra,Aurangabad,2016,Kharif,Onion,77818.2,2083489.4,26.774,2010
Karnataka,Ballari,2019,Whole Year,Sugarcane,90459.6,6867436.5,75.917,2010
Gujarat,Rajkot,2019,Kharif,Onion,15423.6,449434.3,29.139,2010
Andhra Pradesh,Guntur,2008,Kharif,Tobacco,88267.2,142948.9,1.62,2000
Madhya Pradesh,Indore,2009,Rabi,Wheat,122208.5,379358.1,3.104,2000
Gujarat,Ahmedabad,2011,Kharif,Cotton,14448.6,9305.0,0.644,2010
Odisha,Puri,2003,Winter,Rice,11548.6,31647.8,2.74,2000
West Bengal,Hooghly,2003,Autumn,Rice,15319.8,41882.0,2.734,2000
Madhya Pradesh,Gwalior,2003,Rabi,Maize,38322.4,127313.0,3.322,2000
Rajasthan,Kota,2003,Kharif,Soybean,48339.6,58011.2,1.2,2000
Punjab,Patiala,2003,Rabi,Wheat,56908.1,148052.0,2.602,2000
Karnataka,Belagavi,1997,Kharif,Jowar,12322.2,12411.8,1.007,1990
Odisha,Sambalpur,2005,Autumn,Rice,10922.9,28577.0,2.616,2000
Andhra Pradesh,Chittoor,2009,Kharif,Maize,38597.2,122397.0,3.171,2000
Madhya Pradesh,Gwalior,2009,Kharif,Jowar,25146.4,22779.1,0.906,2000
Uttar Pradesh,Meerut,2016,Autumn,Rice,7776.1,24784.2,3.187,2010
Maharashtra,Nagpur,2015,Whole Year,Banana,43052.0,1745258.0,40.538,2010
Maharashtra,Nagpur,2011,Kharif,Cotton,67015.9,34768.5,0.519,2010
Andhra Pradesh,Chittoor,2012,Whole Year,Banana,76036.7,3169734.0,41.687,2010
Andhra Pradesh,Krishna,2020,Rabi,Sunflower,10218.7,7728.1,0.756,2020
Odisha,Puri,2018,Winter,Rice,12644.4,39631.5,3.134,2010
Karnataka,Belagavi,2007,Kharif,Onion,18351.7,397812.9,21.677,2000
Madhya Pradesh,Gwalior,2021,Rabi,Wheat,119887.1,529710.5,4.418,2020
Tamil Nadu,Thanjavur,2012,Autumn,Rice,3191.4,9236.2,2.894,2010
Uttar Pradesh,Agra,2016,Rabi,Barley,42608.9,114060.0,2.677,2010
Odisha,Sambalpur,2007,Winter,Rice,8784.4,26485.8,3.015,2000
Rajasthan,Jodhpur,2006,Rabi,Gram,61771.5,65888.7,1.067,2000
Uttar Pradesh,Lucknow,2001,Kharif,Bajra,48078.3,60014.7,1.248,2000
Gujarat,Surat,1998,Kharif,Onion,9696.3,180924.3,18.659,1990
Rajasthan,Jaipur,2017,Rabi,Wheat,58229.5,225508.5,3.873,2010
Haryana,Karnal,2014,Rabi,Wheat,25864.9,91831.1,3.55,2010
Karnataka,Bengaluru Rural,2019,Kharif,Maize,35398.8,156725.6,4.427,2010
Uttar Pradesh,Meerut,2006,Kharif,Tur,19678.7,14799.2,0.752,2000
Andhra Pradesh,Anantapur,2002,Winter,Rice,6834.4,17062.6,2.497,2000
Karnataka,Mysuru,2005,Kharif,Groundnut,13367.7,16895.8,1.264,2000
Karnataka,Mysuru,2000,Kharif,Tobacco,83233.2,175978.2,2.114,2000
Uttar Pradesh,Lucknow,2014,Kharif,Tur,45547.6,31700.6,0.696,2010
Madhya Pradesh,Gwalior,2006,Kharif,Soybean,29822.3,37196.6,1.247,2000
Andhra Pradesh,Chittoor,2017,Winter,Rice,10293.4,32586.7,3.166,2010
Uttar Pradesh,Agra,2014,Kharif,Rice,14770.4,33057.1,2.238,2010
Karnataka,Belagavi,2004,Kharif,Onion,18736.1,291215.8,15.543,2000
Assam,Silchar,2016,Winter,Rice,21565.3,70187.1,3.255,2010
Uttar Pradesh,Agra,2003,Kharif,Bajra,33939.6,40803.0,1.202,2000
Karnataka,Bengaluru Rural,2014,Whole Year,Sugarcane,83004.6,6116862.6,73.693,2010
Gujarat,Ahmedabad,1999,Kharif,Tobacco,35623.5,52414.4,1.471,1990
Tamil Nadu,Coimbatore,2008,Whole Year,Banana,26969.7,1027157.1,38.086,2000
West Bengal,Bardhaman,2011,Autumn,Rice,10038.5,28805.6,2.87,2010
Tamil Nadu,Thanjavur,2003,Winter,Rice,3616.0,11712.3,3.239,2000
Uttar Pradesh,Meerut,2008,Autumn,Rice,5835.5,16198.3,2.776,2000
Karnataka,Ballari,2007,Rabi,Onion,14572.2,261744.8,17.962,2000
Andhra Pradesh,Guntur,2002,Rabi,Groundnut,13369.7,15817.0,1.183,2000
Gujarat,Vadodara,2001,Kharif,Cotton,16602.8,7346.1,0.442,2000
Rajasthan,Jaipur,2010,Kharif,Soybean,62656.2,81518.9,1.301,2010
Odisha,Sambalpur,2015,Kharif,Jute,65175.4,110454.3,1.695,2010
Haryana,Rohtak,2009,Rabi,Wheat,33748.8,102100.3,3.025,2000
Kerala,Kottayam,1997,Whole Year,Coconut,101688.0,836924.2,8.23,1990
Andhra Pradesh,Anantapur,1997,Rabi,Sunflower,14066.6,11802.1,0.839,1990
Bihar,Bhagalpur,2008,Rabi,Potato,82888.6,2319236.9,27.98,2000
Uttar Pradesh,Kanpur,2018,Rabi,Gram,15266.7,17844.4,1.169,2010
Karnataka,Belagavi,2001,Kharif,Onion,18334.4,352788.5,19.242,2000
Maharashtra,Kolhapur,2013,Kharif,Onion,49462.0,1277338.8,25.825,2010
Karnataka,Ballari,2015,Rabi,Maize,28014.2,86821.0,3.099,2010
Andhra Pradesh,Anantapur,2003,Kharif,Groundnut,16408.8,22512.1,1.372,2000
Rajasthan,Kota,2021,Rabi,Barley,29182.9,66836.3,2.29,2020
Tamil Nadu,Madurai,2006,Whole Year,Banana,32320.3,1362312.8,42.15,2000
Punjab,Ludhiana,2010,Rabi,Wheat,36587.9,129041.8,3.527,2010
Punjab,Amritsar,2017,Winter,Rice,11097.5,33281.6,2.999,2010
Andhra Pradesh,Chittoor,2012,Rabi,Sunflower,9791.3,7213.5,0.737,2010
Uttar Pradesh,Kanpur,2007,Rabi,Barley,56358.6,124953.4,2.217,2000
Assam,Silchar,2007,Kharif,Jute,58672.1,122161.1,2.082,2000
Madhya Pradesh,Indore,1997,Rabi,Wheat,102687.2,268569.2,2.615,1990
Karnataka,Bengaluru Rural,1998,Kharif,Onion,15399.2,301056.9,19.55,1990
Rajasthan,Jodhpur,2004,Rabi,Wheat,69752.8,189292.9,2.714,2000
Karnataka,Belagavi,1999,Whole Year,Sugarcane,90058.3,6158465.1,68.383,1990
Maharashtra,Nashik,2006,Kharif,Soybean,86081.8,112386.6,1.306,2000
Andhra Pradesh,Krishna,2007,Kharif,Maize,49434.0,167477.8,3.388,2000
Tamil Nadu,Thanjavur,2013,Winter,Rice,5108.9,16530.5,3.236,2010
Karnataka,Ballari,2013,Kharif,Tur,58120.3,53763.7,0.925,2010
Tamil Nadu,Madurai,2006,Kharif,Groundnut,9757.4,11990.3,1.229,2000
Madhya Pradesh,Gwalior,2011,Rabi,Maize,38556.7,117162.2,3.039,2010
Assam,Dibrugarh,1997,Kharif,Rice,31306.4,75756.6,2.42,1990
Karnataka,Belagavi,2003,Kharif,Tobacco,87875.6,146437.4,1.666,2000
Karnataka,Belagavi,2018,Whole Year,Coconut,61526.8,579261.7,9.415,2010
Bihar,Patna,2015,Winter,Rice,17516.9,57019.4,3.255,2010
Bihar,Bhagalpur,2006,Winter,Rice,15641.8,45206.2,2.89,2000
Karnataka,Bengaluru Rural,2013,Kharif,Maize,19993.4,71810.9,3.592,2010
Karnataka,Mysuru,1998,Rabi,Jowar,10340.2,9748.8,0.943,1990
Odisha,Puri,2004,Kharif,Rice,15820.9,39457.8,2.494,2000
Gujarat,Vadodara,2009,Whole Year,Banana,51803.0,1863502.9,35.973,2000
Karnataka,Belagavi,1999,Kharif,Groundnut,10660.8,15295.9,1.435,1990
Gujarat,Ahmedabad,2016,Kharif,Groundnut,26918.6,38928.1,1.446,2010
Andhra Pradesh,Guntur,2004,Kharif,Tobacco,75055.6,138071.0,1.84,2000
Madhya Pradesh,Indore,2017,Rabi,Gram,67515.1,74334.9,1.101,2010
Punjab,Patiala,2002,Kharif,Rice,14903.9,35650.2,2.392,2000
Gujarat,Vadodara,2014,Kharif,Cotton,16674.5,8920.7,0.535,2010
Odisha,Sambalpur,2021,Autumn,Rice,7174.3,25048.3,3.491,2020
Karnataka,Bengaluru Rural,2015,Whole Year,Coconut,73260.0,597214.4,8.152,2010
Uttar Pradesh,Lucknow,2001,Autumn,Rice,6675.4,16087.7,2.41,2000
West Bengal,Bardhaman,2007,Winter,Rice,10302.3,28674.8,2.783,2000
Gujarat,Rajkot,1998,Kharif,Bajra,20275.3,23132.3,1.141,1990
Karnataka,Belagavi,2013,Kharif,Sunflower,36738.6,30406.1,0.828,2010
Odisha,Balasore,1997,Autumn,Rice,5962.4,15450.9,2.591,1990
Gujarat,Ahmedabad,2017,Kharif,Bajra,19560.6,24690.2,1.262,2010
Punjab,Jalandhar,2009,Winter,Rice,6641.1,18534.440033558334,2.791,2000
Bihar,Gaya,2014,Winter,Rice,17592.8,53127.3,3.02,2010
Maharashtra,Kolhapur,2004,Rabi,Onion,53135.2,727025.3,13.683,2000
Madhya Pradesh,Indore,2003,Kharif,Jowar,20733.8,19441.1,0.938,2000
Rajasthan,Jaipur,2002,Rabi,Wheat,86335.3,247661.0,2.869,2000
Andhra Pradesh,Chittoor,2017,Kharif,Tobacco,73200.3,140667.0,1.922,2010
Punjab,Jalandhar,1999,Autumn,Rice,3817.1,9314.2,2.44,1990
Tamil Nadu,Coimbatore,2011,Whole Year,Banana,37577.8,1478125.8,39.335,2010
Madhya Pradesh,Jabalpur,2020,Rabi,Gram,63001.9,65554.6,1.041,2020
Uttar Pradesh,Agra,2002,Rabi,Wheat,83487.4,197668.4,2.368,2000
Uttar Pradesh,Kanpur,2015,Whole Year,Sugarcane,77476.8,4599784.9,59.37,2010
Uttar Pradesh,Varanasi,1999,Whole Year,Sugarcane,70839.8,5020921.2,70.877,1990
Rajasthan,Jaipur,2015,Kharif,Bajra,78439.5,79428.9,1.013,2010
Andhra Pradesh,Guntur,1999,Kharif,Maize,38207.9,97965.6,2.564,1990
Tamil Nadu,Coimbatore,2004,Winter,Rice,6046.2,14883.0,2.462,2000
West Bengal,Nadia,2019,Kharif,Rice,36727.7,125909.7,3.428,2010
Tamil Nadu,Madurai,2015,Kharif,Rice,9387.2,23881.6,2.544,2010
Karnataka,Ballari,2008,Rabi,Sunflower,43750.5,30851.6,0.705,2000
Maharashtra,Aurangabad,1999,Kharif,Tur,25073.4,22177.5,0.885,1990
West Bengal,Murshidabad,2008,Rabi,Potato,42897.4,906661.4,21.136,2000
Andhra Pradesh,Anantapur,2013,Rabi,Groundnut,18724.4,24263.9,1.296,2010
Odisha,Puri,1999,Autumn,Rice,7046.4,19701.9,2.796,1990
Maharashtra,Nashik,2009,Kharif,Onion,59345.3,912542.5,15.377,2000
Uttar Pradesh,Varanasi,2000,Rabi,Wheat,51557.0,167710.7,3.253,2000
Karnataka,Ballari,2019,Kharif,Groundnut,14293.9,20791.9,1.455,2010
Maharashtra,Pune,2014,Rabi,Jowar,33997.6,33185.2,0.976,2010
Gujarat,Rajkot,2006,Kharif,Groundnut,35142.0,51456.9,1.464,2000
Karnataka,Bengaluru Rural,2007,Rabi,Maize,29343.8,90747.0,3.093,2000
Uttar Pradesh,Varanasi,2018,Kharif,Tur,43043.0,42542.2,0.988,2010
Maharashtra,Nashik,2005,Kharif,Tur,21245.7,19429.3,0.915,2000
Andhra Pradesh,Chittoor,2019,Rabi,Maize,52861.0,224302.7,4.243,2010
Madhya Pradesh,Jabalpur,2013,Rabi,Wheat,115596.9,445256.2,3.852,2010
Bihar,Gaya,2017,Autumn,Rice,7966.2,24727.4,3.104,2010
Madhya Pradesh,Bhopal,2007,Kharif,Soybean,22639.8,31229.8,1.379,2000
Uttar Pradesh,Agra,2019,Kharif,Tur,41552.6,34034.5,0.819,2010
West Bengal,Hooghly,2005,Autumn,Rice,14204.2,37504.1,2.64,2000
Uttar Pradesh,Lucknow,2001,Kharif,Rice,11399.8,33498.5,2.939,2000
Karnataka,Belagavi,2005,Whole Year,Sugarcane,63157.7,4587316.0,72.633,2000
Rajasthan,Jodhpur,2011,Kharif,Soybean,42460.7,57441.6,1.353,2010
Rajasthan,Kota,2010,Rabi,Gram,91296.6,102727.6,1.125,2010
Andhra Pradesh,Chittoor,1999,Rabi,Sunflower,12789.1,9812.3,0.767,1990
Bihar,Muzaffarpur,1998,Rabi,Maize,26472.4,61663.9,2.329,1990
West Bengal,Bardhaman,2011,Kharif,Rice,24828.1,62787.6,2.529,2010
Gujarat,Rajkot,2004,Rabi,Onion,9346.5,141133.7,15.1,2000
Rajasthan,Bikaner,2004,Rabi,Mustard,47305.4,66829.73776222866,1.413,2000
Gujarat,Rajkot,2005,Kharif,Tobacco,41566.4,86449.4,2.08,2000
Bihar,Muzaffarpur,2010,Autumn,Rice,13767.6,43693.2,3.174,2010
Uttar Pradesh,Lucknow,2012,Autumn,Rice,6604.4,17526.5,2.654,2010
Bihar,Bhagalpur,2011,Kharif,Rice,37964.8,115362.6,3.039,2010
Uttar Pradesh,Agra,2018,Kharif,Bajra,42827.2,56243.1,1.313,2010
Haryana,Hisar,2017,Rabi,Wheat,25125.0,114591.5,4.561,2010
West Bengal,Murshidabad,2007,Kharif,Jute,33399.5,82430.4,2.468,2000
Andhra Pradesh,Chittoor,2018,Kharif,Sunflower,13585.1,9388.4,0.691,2010
Andhra Pradesh,Krishna,2007,Kharif,Cotton,76083.5,44643.1,0.587,2000
Andhra Pradesh,Guntur,2015,Kharif,Groundnut,24384.9,28558.3,1.171,2010
Andhra Pradesh,Guntur,1998,Kharif,Maize,29233.8,77682.0,2.657,1990
Gujarat,Vadodara,2008,Rabi,Onion,11946.1,281900.0,23.598,2000
Maharashtra,Nashik,2002,Rabi,Onion,66432.9,956878.4,14.404,2000
Karnataka,Mysuru,2018,Rabi,Maize,24726.6,90576.2,3.663,2010
Madhya Pradesh,Indore,2021,Rabi,Jowar,26885.8,19403.4,0.722,2020
Haryana,Karnal,2010,Rabi,Mustard,77372.5,106014.3,1.37,2010
Uttar Pradesh,Agra,2009,Kharif,Tur,30580.5,19236.7,0.629,2000
Uttar Pradesh,Varanasi,2006,Rabi,Wheat,49554.7,204386.0,4.124,2000
Karnataka,Ballari,2000,Rabi,Maize,19954.3,45525.6,2.281,2000
Haryana,Hisar,1998,Rabi,Wheat,25997.5,95824.0,3.686,1990
Maharashtra,Aurangabad,2007,Rabi,Jowar,34704.1,34760.4,1.002,2000
Tamil Nadu,Coimbatore,2009,Whole Year,Coconut,46486.2,406248.5,8.739,2000
Assam,Silchar,2014,Kharif,Rice,31816.2,85095.9,2.675,2010
Maharashtra,Pune,2018,Whole Year,Sugarcane,16255.8,1250245.0,76.911,2010
Madhya Pradesh,Jabalpur,2011,Kharif,Jowar,23157.8,17983.4,0.777,2010
Uttar Pradesh,Agra,2010,Kharif,Tur,25694.5,22431.8,0.873,2010
Karnataka,Ballari,2004,Rabi,Groundnut,15188.3,19263.5,1.268,2000
Karnataka,Ballari,2001,Rabi,Sunflower,56677.9,50143.3,0.885,2000
Tamil Nadu,Thanjavur,2005,Rabi,Groundnut,7884.8,14410.6,1.828,2000
Bihar,Patna,2002,Rabi,Potato,69556.9,1294659.1,18.613,2000
Tamil Nadu,Salem,2004,Rabi,Groundnut,7858.4,11958.6,1.522,2000
Odisha,Sambalpur,2021,Kharif,Jute,48446.1,113184.4,2.336,2020
Punjab,Amritsar,2011,Rabi,Wheat,65951.7,219751.9,3.332,2010
Rajasthan,Bikaner,2015,Rabi,Wheat,59692.1,173320.5,2.904,2010
Uttar Pradesh,Lucknow,2011,Autumn,Rice,6293.6,15705.1,2.495,2010
Uttar Pradesh,Agra,1999,Autumn,Rice,5831.8,14322.7,2.456,1990
Gujarat,Vadodara,2015,Kharif,Tobacco,37145.4,38826.5,1.045,2010
Uttar Pradesh,Kanpur,2007,Winter,Rice,8826.5,22564.9,2.556,2000
Gujarat,Vadodara,2008,Kharif,Cotton,16168.9,7724.8,0.478,2000
Bihar,Gaya,2004,Kharif,Rice,26099.6,70588.6,2.705,2000
Odisha,Puri,2012,Autumn,Rice,8285.0,24586.8,2.968,2010
Karnataka,Belagavi,1999,Rabi,Jowar,17630.6,16993.6,0.964,1990
West Bengal,Nadia,2000,Kharif,Jute,28864.0,56364.3,1.953,2000
Andhra Pradesh,Krishna,2010,Kharif,Groundnut,15206.8,22063.66242049049,1.451,2010
Assam,Silchar,2008,Autumn,Rice,10428.6,35978.8,3.45,2000
Karnataka,Bengaluru Rural,2002,Kharif,Tobacco,83308.0,135351.5,1.625,2000
Gujarat,Surat,2015,Kharif,Groundnut,27232.7,30968.1,1.137,2010
Karnataka,Belagavi,2014,Rabi,Groundnut,18744.0,21527.0,1.148,2010
Madhya Pradesh,Indore,2005,Kharif,Maize,46663.5,165379.0,3.544,2000
Bihar,Gaya,2001,Winter,Rice,12616.8,34947.1,2.77,2000
Karnataka,Belagavi,2019,Rabi,Sunflower,37175.6,23179.9,0.624,2010
Maharashtra,Aurangabad,2003,Rabi,Jowar,28470.5,26862.7,0.944,2000
Tamil Nadu,Coimbatore,2013,Whole Year,Banana,35596.6,1501223.1,42.173,2010
